"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2008Q3","Czechia","Passenger","Passengers carried","Total","Total transport","4,459,006",""
"2008Q3","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","2,250,619",""
"2008Q3","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","2,208,387",""
"2008Q3","Czechia","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Czechia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Czechia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Czechia","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Czechia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Czechia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Denmark","Passenger","Passengers on board","Total","Total transport","7,067,876",""
"2008Q3","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","3,776,415",""
"2008Q3","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","3,704,181",""
"2008Q3","Denmark","Passenger","Passengers carried","Total","Total transport","7,109,455",""
"2008Q3","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","3,800,285",""
"2008Q3","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","3,720,357",""
"2008Q3","Denmark","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Denmark","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Denmark","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Denmark","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Denmark","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Denmark","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","49,031,476",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","27,678,137",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","27,556,207",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","48,475,174",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","27,291,159",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","27,247,035",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Germany (until 1990 former territory of the FRG)","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Estonia","Passenger","Passengers on board","Total","Total transport","511,468",""
"2008Q3","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","250,554",""
"2008Q3","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","260,914",""
"2008Q3","Estonia","Passenger","Passengers carried","Total","Total transport","511,440",""
"2008Q3","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","250,526",""
"2008Q3","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","260,914",""
"2008Q3","Estonia","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Estonia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Estonia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Estonia","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Estonia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Estonia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Ireland","Passenger","Passengers on board","Total","Total transport","9,104,652",""
"2008Q3","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","4,695,453",""
"2008Q3","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","4,622,456",""
"2008Q3","Ireland","Passenger","Passengers carried","Total","Total transport","9,065,256",""
"2008Q3","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","4,658,135",""
"2008Q3","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","4,593,528",""
"2008Q3","Ireland","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Ireland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Ireland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Ireland","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Ireland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Ireland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Greece","Passenger","Passengers on board","Total","Total transport","16,024,159",""
"2008Q3","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","8,742,050",""
"2008Q3","Greece","Passenger","Passengers on board (departures)","Total","Total transport","9,315,524",""
"2008Q3","Greece","Passenger","Passengers carried","Total","Total transport","16,024,169",""
"2008Q3","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","8,742,050",""
"2008Q3","Greece","Passenger","Passengers carried (departures)","Total","Total transport","9,315,524",""
"2008Q3","Greece","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Greece","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Greece","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Greece","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Greece","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Greece","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Spain","Passenger","Passengers on board","Total","Total transport","51,122,258",""
"2008Q3","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","31,098,721",""
"2008Q3","Spain","Passenger","Passengers on board (departures)","Total","Total transport","31,209,680",""
"2008Q3","Spain","Passenger","Passengers carried","Total","Total transport","50,945,067",""
"2008Q3","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","30,919,167",""
"2008Q3","Spain","Passenger","Passengers carried (departures)","Total","Total transport","31,211,929",""
"2008Q3","Spain","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Spain","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Spain","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Spain","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Spain","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Spain","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","France","Passenger","Passengers on board","Total","Total transport","35,629,328",""
"2008Q3","France","Passenger","Passengers on board (arrivals)","Total","Total transport","21,302,932",""
"2008Q3","France","Passenger","Passengers on board (departures)","Total","Total transport","21,332,070",""
"2008Q3","France","Passenger","Passengers carried","Total","Total transport","35,673,396",""
"2008Q3","France","Passenger","Passengers carried (arrival)","Total","Total transport","21,302,932",""
"2008Q3","France","Passenger","Passengers carried (departures)","Total","Total transport","21,332,070",""
"2008Q3","France","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","France","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","France","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","France","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","France","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","France","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Croatia","Passenger","Passengers on board","Total","Total transport","2,035,068",""
"2008Q3","Croatia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,080,893",""
"2008Q3","Croatia","Passenger","Passengers on board (departures)","Total","Total transport","1,127,365",""
"2008Q3","Croatia","Passenger","Passengers carried","Total","Total transport","2,005,982",""
"2008Q3","Croatia","Passenger","Passengers carried (arrival)","Total","Total transport","1,057,134",""
"2008Q3","Croatia","Passenger","Passengers carried (departures)","Total","Total transport","1,103,606",""
"2008Q3","Croatia","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Croatia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Croatia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Croatia","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Croatia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Croatia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Italy","Passenger","Passengers on board","Total","Total transport","33,112,165",""
"2008Q3","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","20,560,794",""
"2008Q3","Italy","Passenger","Passengers on board (departures)","Total","Total transport","20,390,634",""
"2008Q3","Italy","Passenger","Passengers carried","Total","Total transport","32,705,732",""
"2008Q3","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","20,205,612",""
"2008Q3","Italy","Passenger","Passengers carried (departures)","Total","Total transport","20,243,545",""
"2008Q3","Italy","Flight","Passengers on board","Total","Total transport",":",""
"2008Q3","Italy","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2008Q3","Italy","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2008Q3","Italy","Flight","Passengers carried","Total","Total transport",":",""
"2008Q3","Italy","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2008Q3","Italy","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2008Q3","Cyprus","Passenger","Passengers on board","Total","Total transport","2,863,545",""
"2008Q3","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","1,441,789",""
"2008Q3","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","1,445,678",""
"2008Q3","Cyprus","Passenger","Passengers carried","Total","Total transport","2,772,202",""
